player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Vlatko Cancar,cancavl01,2021,410,184,-3.838770223681444,-1.425204614168363,-5.263974837849807,-12.69695663041372,-3.433108794367893,-16.13006542478162,-5.973640312817838,-1.956093961598911,-7.929734274416749,-.4933817418040311,-.4933817418040311,0,-4.49854507936917,-3.470642420762352,-7.969187500131522,1.478436939957962
Devin Cannady,cannade01,2021,159,74,.6361686798737787,-1.827302854930711,-1.191134175056933,-4.992053133539273,.5896390549810002,-4.402414078558273,-.3685683336632192,-1.355245654063414,-1.723813987726633,.0387611896956311,.0387611896956311,0,-2.241817161317763,-2.177879913762831,-4.419697075080594,.0462058862496406
Clint Capela,capelca01,2021,3412,1649,.9138950142603989,5.679804794655774,6.593699808916173,2.832237476922679,4.5742855371483,7.406523014070978,1.337766654330432,5.781571572458045,7.119338226788477,8.232560764414364,8.232560764414364,0,1.04710014214576,5.029103438140529,6.07620358028629,-.8592448917756131
Vernon Carey Jr.,careyve01,2021,203,95,-5.667698420493085,.9408341773942295,-4.726864243098856,-5.023263461070647,-.0100109956750663,-5.033274456745713,-5.87011897449506,.8163493430886066,-5.053769631406454,-.111988811892047,-.111988811892047,0,-5.86879185785664,-1.828034255580329,-7.696826113436969,.2958487602911309
Jevon Carter,carteje01,2021,1134,546,.6717819521441803,-1.173500620595129,-.5017186684509483,-1.553911133158975,.0806969705353462,-1.473214162623629,.2434136523978712,-1.028490905137102,-.7850772527392305,.5441114260041486,.5441114260041486,0,.6264620210235268,-.9262286822724117,-.2997666612488851,-.6001162517535373
Michael Carter-Williams,cartemi01,2021,1689,800,-4.609162444175537,2.601030005472179,-2.008132438703358,-2.148582983875335,5.298536677598181,3.149953693722846,-4.287793991858449,3.36827251699119,-.9195214748672593,.7503023097751632,.7503023097751632,0,-4.232098662863201,2.591984598444478,-1.640114064418723,.4286773590042099
Wendell Carter Jr.,cartewe01,2021,2537,1206,-1.968702895405247,1.688293162092724,-.2804097333125232,-4.041869841599325,-1.68478006823766,-5.726649909836984,-2.484547650372912,1.101564113133666,-1.382983537239247,.8607358626068943,.8607358626068943,0,-2.242174402320237,1.246780976743795,-.9953934255764421,.0411064534465153
Alex Caruso,carusal01,2021,2178,1041,-.9833933143873872,4.396641551110788,3.413248236723401,-1.471554384492781,5.103742708337908,3.632188323845127,-1.123031141472705,4.75112373099612,3.628092589523416,3.394612803253329,3.394612803253329,0,-.93666893650614,4.751081375394381,3.814412438888241,.211233745621523
Willie Cauley-Stein,caulewi01,2021,1450,705,-2.298491437800389,1.995185887203743,-.3033055505966464,.9187519338453103,4.259302340845615,5.178054274690925,-1.778607902837584,2.602254674333906,.8236467714963217,1.280326018432717,1.280326018432717,0,-1.626842229500167,2.447375199392663,.8205329698924961,-.3989638605680773
Chris Chiozza,chiozch01,2021,490,232,3.062496016470241,.0590973243404943,3.121593340810735,-1.456558605172411,4.401482158502009,2.944923553329598,2.22869690187724,.9966253905969374,3.225322292474178,.7067771315426038,.7067771315426038,0,3.058373619228858,-1.061513444622633,1.996860174606225,-.0713666775172345
Marquese Chriss,chrisma01,2021,63,27,-6.067437575152098,7.720151915034363,1.652714339882265,-24.3907466589397,-7.168364629275343,-31.55911128821504,-10.17657959536839,5.083175385082802,-5.093404210285591,-.0325255336288468,-.0325255336288468,0,-9.163329588090301,4.402144913508725,-4.761184674581576,.7632944071073693
Brandon Clarke,clarkbr01,2021,2652,1245,-1.535105816522191,1.51049906022025,-.0246067563019412,-.9763356319534356,-.2701928953523958,-1.246528527305832,-1.514243507636966,1.211816843975699,-.3024266636612667,1.547726465568065,1.547726465568065,0,-1.466599372777241,.8692131207340386,-.5973862520432019,-.4523334775206685
Gary Clark,clarkga01,2021,1347,641,-2.802668994105661,-2.455540332783742,-5.258209326889403,-2.056170081099198,-.8464074369470785,-2.902577518046277,-2.7731078753989,-2.229368632434036,-5.002476507832936,-.7311736237564336,-.7311736237564336,0,-3.093892960139058,-2.608572947503194,-5.702465907642252,-.0828676285820604
Jordan Clarkson,clarkjo01,2021,3128,1484,3.951311779078936,-.2695539750464725,3.681757804032464,2.094440464228389,-.5622664628658898,1.532174001362499,3.731851066877443,-.4162220228007713,3.315629044076671,4.609951928102297,4.609951928102297,0,4.276218629638462,-.3508731674352289,3.925345462203234,.3831883567584377
Nicolas Claxton,claxtni01,2021,962,462,-2.325091394489905,5.050656500744831,2.725565106254926,1.554252927628518,6.827002266673957,8.381255194302476,-1.716041544623182,5.751590936997279,4.035549392374097,1.592955991037214,1.592955991037214,0,-.9923087405170076,3.687134315342422,2.694825574825414,-.408924464491169
Amir Coffey,coffeam01,2021,819,394,-.8315111358894726,-2.209661143501795,-3.041172279391267,-9.865901762856602,5.377297310410123,-4.488604452446479,-2.823858495827781,-.7724568799054874,-3.596315375733268,-.1698505395741447,-.1698505395741447,0,-1.971445937767069,-2.142294209096284,-4.113740146863353,-.162959348690297
John Collins,collijo01,2021,3296,1587,1.431351719265499,.9873573227625426,2.418709042028042,2.17154233306825,.5144319947284309,2.68597432779668,1.645933822524791,.937065464885853,2.582999287410645,4.31391095416762,4.31391095416762,0,1.633760380945063,.5919946661349837,2.225755047080047,-.097005170721877
Mike Conley,conlemi01,2021,3085,1459,3.971722666539972,3.256337007423478,7.22805967396345,2.0300385611945,6.780355275661498,8.810393836855997,3.742345333943439,4.127064378015598,7.869409711959038,7.924976694315284,7.924976694315284,0,4.026005511078806,4.216759235821131,8.242764746899937,.2563240854322782
Pat Connaughton,connapa01,2021,2858,1317,-.12703677326408,1.831858193148151,1.704821419884071,-.0740477203584529,3.64066875310058,3.566621032742128,-.1286793565432323,2.299300724418189,2.170621367874956,3.29290152547616,3.29290152547616,0,.4349041191788412,1.949190813161717,2.384094932340558,-.4097958392181347
Quinn Cook,cookqu01,2021,335,157,.3101650556495681,-4.606464352403755,-4.296299296754188,-4.092601856155151,1.735880704137163,-2.356721152017988,-.5302603845498012,-3.572836521465021,-4.103096906014823,-.1032881070799815,-.1032881070799815,0,-1.256605390732131,-4.59341928319984,-5.850024673931972,-.6102065166274666
Tyler Cook,cookty01,2021,526,255,-5.475719397755181,-3.944724704447548,-9.420444102202731,-1.478229393313746,-2.141792271286023,-3.620021664599768,-4.978524920596104,-3.81834016315226,-8.796865083748365,-.7828441903557778,-.7828441903557778,0,-5.921809416137134,-5.188978434191271,-11.11078785032841,-.8025933114345953
DeMarcus Cousins,couside01,2021,1327,622,-1.707459138127033,3.473340103692033,1.765880965565001,-3.544162653421709,1.858364852849072,-1.685797800572637,-2.143430839344546,3.376807057503144,1.233376218158597,1.272544734815031,1.272544734815031,0,-1.981884787552846,2.872322430406005,.8904376428531598,1.480325105513028
Robert Covington,covinro01,2021,3861,1866,-1.54834216439307,2.409989379816567,.8616472154234971,5.492375583509928,1.062866674599175,6.555242258109104,-.2013628754989281,2.344867176025011,2.143504300526083,4.640498556531049,4.640498556531049,0,.7275547226575774,2.852798792269933,3.58035351492751,-.3959097501996714
Torrey Craig,craigto01,2021,1158,559,-.563014131831777,1.200951902830937,.6379377709991602,-2.089225046786998,-3.327912911432783,-5.417137958219782,-.9287483424824939,.2933235721905955,-.6354247702918987,.618094968137344,.618094968137344,0,-.2901989204453622,.0627905711960692,-.2274083492492931,-.7136830620319697
Jae Crowder,crowdja01,2021,3138,1508,.0707905895147998,2.660599501463782,2.731390090978582,-2.717737544813875,3.852277665592612,1.134540120778738,-.5117859251616698,3.036585694823545,2.524799769661875,4.06875699662605,4.06875699662605,0,-.0611722244235264,2.556764962983018,2.495592738559491,.2591442530848493
Jarrett Culver,culveja01,2021,1078,499,-4.345644031774886,.8038742198273177,-3.541769811947568,-7.677393930139808,1.941579181580059,-5.735814748559751,-5.25393059447581,1.152383428706008,-4.101547165769803,-.3455503429684517,-.3455503429684517,0,-4.749353591096926,.9716802152680195,-3.777673375828907,.4281916731333304
Seth Curry,curryse01,2021,2906,1381,-.545828618755441,-1.959342054784635,-2.505170673540076,3.121439306339664,-1.304873882827103,1.816565423512561,.1792480929564746,-1.980979447945953,-1.801731354989479,.662322742983025,.662322742983025,0,-.0648514038292273,-1.346362059957681,-1.411213463786908,-.8780531756437042
Stephen Curry,curryst01,2021,3973,1808,8.777425775221841,-2.241577356508353,6.535848418713488,5.480965823697761,.8205784169379762,6.301544240635737,8.676015613027396,-1.736231001623675,6.93978461140372,9.179195108596724,9.179195108596724,0,8.330622556401483,-1.551566782509479,6.779055773892004,2.719808681493584
Nate Darling,darlina01,2021,50,24,-.5028893926328715,-4.777528718195661,-5.280418110828533,-29.65097109268367,-12.65748730838756,-42.30845840107122,-6.622275828543528,-6.722032151087623,-13.34430797963115,-.1294289487610406,-.1294289487610406,0,-3.74495814908679,-6.768479614094363,-10.51343776318115,-.2304103785550918
Anthony Davis,davisan02,2021,1719,831,1.247164842477742,2.409043010572692,3.656207853050434,4.578032218823658,1.524541639831796,6.102573858655455,2.030407310590742,2.287924895295144,4.318332205885886,3.001266126478615,3.001266126478615,0,1.675968863751431,3.146948843368326,4.822917707119757,.1502153280800033
Ed Davis,davised01,2021,619,293,-2.356430481648562,-4.184890079351001,-6.541320560999562,-5.285070008883704,5.125912385252727,-.1591576236309766,-3.11153476588234,-2.384003039247256,-5.495537805129597,-.407162163883552,-.407162163883552,0,-3.932310509301968,.2120951038942525,-3.720215405407716,-.8025369993668021
Terence Davis,daviste02,2021,1657,777,-1.245729754113456,-2.966011939588776,-4.211741693702233,-3.039292598101128,-.2531264464211844,-3.292419044522312,-1.704153606660704,-2.544929767928859,-4.249083374589564,-.5977112846752368,-.5977112846752368,0,-1.420076807518392,-3.076198722138536,-4.496275529656928,.5866937939910869
Dewayne Dedmon,dedmode01,2021,179,91,2.3664147821484,-3.090704545404985,-.7242897632565851,11.88189022537101,1.53984434807412,13.42173457344513,4.520840749426831,-2.348637164708857,2.172203584717974,.227928903687566,.227928903687566,0,2.750710847386927,-1.733137972974107,1.01757287441282,-.2649778307497442
Matthew Dellavedova,dellama01,2021,467,224,-2.102844226480584,-4.741935470992133,-6.844779697472717,1.611384686536102,-2.173765114469278,-.5623804279331761,-1.436068722543607,-4.48945633272464,-5.925525055268247,-.3577028216573346,-.3577028216573346,0,-2.155959906475754,-3.863977600492573,-6.019937506968327,-1.448920095538746
DeMar DeRozan,derozde01,2021,3627,1739,3.922402941443551,-2.237836337040342,1.684566604403209,3.033180107483528,-5.160868751938967,-2.12768864445544,4.004258518014892,-3.007686738132112,.996571779882779,3.308533910889493,3.308533910889493,0,1.965230984439102,-3.03998000998763,-1.074749025548528,-.472498392547015
Mamadi Diakite,diakima01,2021,228,102,-.9307848195084284,2.042054844103867,1.111270024595439,.8659301854052501,11.65941008433084,12.52534026973609,-.6432504170276938,4.146237268492434,3.50298685146474,.3266740988405979,.3266740988405979,0,1.753236613649711,1.356796864970215,3.110033478619926,.3926025595430389
Hamidou Diallo,diallha01,2021,2247,1066,-1.047187859815942,.342615774831371,-.7045720849845711,-1.312831153002434,1.023518635896809,-.2893125171056245,-1.069788755699931,.5174102446567932,-.5523785110431374,1.173583901104037,1.173583901104037,0,-2.15865714816733,.1317241604542452,-2.026932987713085,.1906943493209737
Gorgui Dieng,dienggo01,2021,911,430,1.136113146221593,-.1776798093961039,.9584333368254887,-1.484297326505253,-.2954381582010445,-1.779735484706298,.6590741809163888,-.2363865410067371,.4226876399096519,.6949462929035347,.6949462929035347,0,.7228487440046577,.2449070201533309,.9677557641579886,-.0644987471666599
Spencer Dinwiddie,dinwisp01,2021,140,64,-1.95890404437963,1.597781998189601,-.3611220461900286,.2698107890454427,14.99435383334445,15.2641646223899,-1.689425882651305,4.50398529944684,2.814559416795535,.1837605271786825,.1837605271786825,0,-.512447510039419,2.080715815247552,1.568268305208133,1.145108484573239
Donte DiVincenzo,divindo01,2021,3352,1537,-.0741831086845962,.959860799031083,.8856776903464868,4.234330415465132,.4669929909030225,4.701323406368155,.7791133542789861,.877145880005095,1.656259234284081,3.489441674317083,3.489441674317083,0,1.54056317308972,1.199475308353748,2.740038481443469,.9973176903347565
Luka Doncic,doncilu01,2021,3997,1936,6.531847782850764,-1.217158365062423,5.31468941778834,5.256307645495067,-2.066178446670932,3.190129198824135,6.603210027010883,-1.470663174983867,5.132546852027016,7.873403619523481,7.873403619523481,0,7.526182392959457,-1.635793520253651,5.890388872705806,1.133156765470035
Luguentz Dort,dortlu01,2021,2859,1366,-2.113436357230245,4.035305568601568,1.921869211371323,1.373289101895379,1.03586719219559,2.40915629409097,-1.40196004222691,3.681209046063471,2.27924900383656,3.503644270514224,3.503644270514224,0,-1.63362511762139,3.286800431526845,1.653175313905455,-.0404841837412775
Damyean Dotson,dotsoda01,2021,1415,682,-1.285795451693817,-2.250048812002975,-3.535844263696792,-5.572770002879624,2.376757626775928,-3.196012376103696,-2.188486600617226,-1.393278040712509,-3.581764641329735,-.2877410987952457,-.2877410987952457,0,-2.189195590154424,-2.901468533513625,-5.090664123668049,-.5845615627841813
Devon Dotson,dotsode01,2021,48,22,-1.679465853517012,8.740957216592749,7.061491363075736,-13.01809786298101,18.74175128350916,5.723653420528152,-4.059380530435379,11.43689877691778,7.377518246482402,.1119017220702585,.1119017220702585,0,-3.09569382317785,6.895747622534251,3.8000537993564,-1.574272848791581
Sekou Doumbouya,doumbse01,2021,1343,644,-4.931173302880635,-.9481096003874401,-5.879282903268075,-.7803088009462524,-3.348451416145785,-4.128760217092037,-4.3389867911688,-1.501120744410314,-5.840107535579114,-1.011684743156213,-1.011684743156213,0,-4.451488609041089,-1.614205609066954,-6.065694218108043,-.3605629845216013
PJ Dozier,doziepj01,2021,2009,973,-.7928199442662451,1.454287596897815,.6614676526315699,-2.393540494097503,8.137977826530678,5.744437332433175,-1.235628588225795,2.933352059154573,1.697723470928778,2.198085364331904,2.198085364331904,0,-.5692539725864071,1.937861486426256,1.368607513839849,-.4512250764539965
Goran Dragic,dragigo01,2021,2233,1086,-.7617689205389528,-1.143205100285313,-1.904974020824266,-2.189167026836326,2.542557054070218,.3533900272338921,-1.059683646729811,-.4625569393406104,-1.522240586070422,.6828221321812129,.6828221321812129,0,-1.194651474639443,-.9178185074853309,-2.112469982124774,.3780209951386033
Andre Drummond,drumman01,2021,1998,979,-2.7550266588359,4.404004204190996,1.648977545355095,1.348807493868332,-.8272209286000299,.521586565268302,-1.946993273072845,3.563908999417668,1.616915726344822,2.203141771314075,2.203141771314075,0,-.9514460814296183,4.199752061890478,3.24830598046086,.982759584943153
Jared Dudley,dudleja01,2021,159,76,-.5472447312236497,1.21105366808623,.6638089368625806,-2.722471341638297,1.088654232665265,-1.633817108973032,-1.034907415456797,1.163564506875791,.1286570914189935,.1107526874387909,.1107526874387909,0,-1.52130784521072,.227479365378313,-1.293828479832407,-.784469760690938
Kris Dunn,dunnkr01,2021,28,13,-25.24882193606877,-7.005080974409277,-32.25390291047805,-31.30882531075437,12.82106013034995,-18.48776518040442,-28.07599909101927,-3.224744699844667,-31.30074379086394,-.1891502463206597,-.1891502463206597,0,-19.91891578762462,-1.028514327825515,-20.94743011545013,-.1147811736160502
Kevin Durant,duranke01,2021,1755,812,5.797369713191435,-.5894223299153232,5.207947383276112,4.680551565924302,2.031726790018664,6.712278355942965,5.794739940976067,-.0555034901386351,5.739236450837432,3.582927108147828,3.582927108147828,0,6.248706720035774,-1.425957525382254,4.822749194653521,1.893118402887833
Anthony Edwards,edwaran01,2021,4181,1954,-2.204781307858083,-2.283572749674709,-4.488354057532792,1.925876907719512,-3.942651748963679,-2.016774841244167,-1.384027628744702,-2.741533600416919,-4.125561229161621,-1.379737649724914,-1.379737649724914,0,-.4879812551623458,-2.389969560391411,-2.877950815553757,.6179283421195609
Carsen Edwards,edwarca01,2021,449,212,.0244633017479967,-3.796071984752166,-3.77160868300417,-2.739790996399255,-2.901948234234694,-5.641739230633949,-.5862256596740265,-3.873019773614222,-4.459245433288249,-.1847643451064122,-.1847643451064122,0,-.5544680662999307,-3.760047225221741,-4.314515291521672,-.0609862856505319
CJ Elleby,ellebcj01,2021,334,153,-1.335840802206754,-1.027113929566007,-2.362954731772761,-3.86591989018151,7.063146826263468,3.197226936081957,-1.988695659720318,.6584325938855462,-1.330263065834771,.1115699347253595,.1115699347253595,0,-.4269219385777626,-1.695574723078218,-2.122496661655981,.6777491995969779
Henry Ellenson,ellenhe01,2021,83,38,-1.931750707665217,.569344308705143,-1.362406398960074,-7.785052893187563,8.959726588762654,1.174673695575092,-3.237565406409222,2.400895844935266,-.836669561473955,.0370713656684915,.0370713656684915,0,-3.877468993649885,1.579541502497982,-2.297927491151904,-.0639744922663987
Wayne Ellington,ellinwa01,2021,1989,962,1.309403252481314,-1.682884892258444,-.3734816397771306,2.389814004033897,-3.1443601976826,-.7545461936487032,1.643751435708844,-2.084734913194499,-.4409834774856547,1.132659065609463,1.132659065609463,0,1.481871006803541,-2.559330107203263,-1.077459100399722,-.056524664361957
Joel Embiid,embiijo01,2021,2830,1339,3.932042384740306,4.757792868649786,8.689835253390093,4.383534763143029,1.841068359594447,6.224603122737475,4.249193421212815,4.356366948905002,8.605560370117818,7.835908986994853,7.835908986994853,0,4.084445432805336,4.361879691315547,8.446325124120882,1.018014903648657
James Ennis III,ennisja01,2021,1964,947,-.7488181010064223,-.4472815550711554,-1.196099656077578,2.140947098697132,.4908099790164219,2.631757077713554,-.1291002996665852,-.2505988173251555,-.3796991169917407,1.142344413655765,1.142344413655765,0,-1.628730296372292,-.0561616974114026,-1.684891993783694,-.2545109027271294
Drew Eubanks,eubandr01,2021,1239,582,-1.730869520315787,3.635870919697329,1.905001399381542,-4.505902336216963,1.321648845440283,-3.184253490776681,-2.399909465912409,3.385379821470366,.9854703555579571,1.109233715536494,1.109233715536494,0,-2.605263803273381,1.685598388873929,-.9196654143994525,.0033290103003911
Dante Exum,exumda01,2021,248,116,-4.019672298702129,5.671619488322907,1.651947189620778,-4.302856322505612,8.359218140702751,4.056361818197139,-4.301874787582489,6.590578942245986,2.288704154663497,.2990561176749938,.2990561176749938,0,-3.552849656498252,5.002619929240679,1.449770272742427,.2874278723108022
Tacko Fall,fallta01,2021,217,100,-.3535201580493053,5.920086571396918,5.566566413347612,9.048969817945338,2.830367916809119,11.87933773475446,1.531591703985722,5.600875511444072,7.132467215429795,.5013150647061507,.5013150647061507,0,1.03628217905475,3.230046695115096,4.266328874169846,-.5780234085172773
Derrick Favors,favorde01,2021,1861,879,-.9004614786249409,2.333792904889292,1.433331426264351,-.7095656586800749,-2.930096898727984,-3.639662557408058,-.9835215138486639,1.305634706431862,.3221131925831981,1.379411886124858,1.379411886124858,0,-1.204663856938745,3.150322442504812,1.945658585566067,.1226108965162934
Cristiano Felicio,feliccr01,2021,122,58,.1077105329341051,9.079361865605168,9.187072398539273,-12.10067789430962,13.22996235115965,1.129284456850023,-2.385186580179363,10.52460773996018,8.139421159780813,.3229362640042678,.3229362640042678,0,-1.988841705372093,6.778264076596012,4.789422371223919,.2194600737621196
Terrance Ferguson,fergute01,2021,106,49,-9.995162594679917,-8.574149713797201,-18.56931230847712,-9.131402145877985,.5427082616736214,-8.588693884204364,-10.46917104742152,-7.252149837721334,-17.72132088514286,-.3805213342406291,-.3805213342406291,0,-7.68043445209017,-7.660766941162599,-15.34120139325277,1.682561229297634
Bruno Fernando,fernabr01,2021,398,183,-8.24015446847978,-3.079428369768421,-11.3195828382482,-9.780336573545862,2.727695805397543,-7.052640768148319,-9.121093519095965,-2.071193848206626,-11.19228736730259,-.7898239583831402,-.7898239583831402,0,-7.803240276733769,-4.528691296702142,-12.33193157343591,.2043395018112402
Yogi Ferrell,ferreyo01,2021,142,69,3.729121272628116,5.264542168985177,8.993663441613293,1.442330908454282,2.895129400756903,4.337460309211184,3.55755098278339,5.125775705408193,8.683326688191585,.4033923393430406,.4033923393430406,0,4.843420540500864,3.807972060988985,8.651392601489849,-1.197616346685354
Dorian Finney-Smith,finnedo01,2021,3235,1583,-.6156606770638421,1.274958700619109,.6592980235552663,3.101084061474752,-.4055831175739057,2.695500943900846,.1112864465934783,1.003457109136305,1.114743555729783,3.103144608209554,3.103144608209554,0,.4324124826922715,1.383539884660993,1.815952367353264,-.5884075823215085
Malik Fitts,fittsma01,2021,22,11,-.6502345215160413,-17.35245280904332,-18.00268733055936,-18.63692860842055,2.310889935832757,-16.32603867258779,-4.553596406030277,-14.41615166421249,-18.96974807024276,-.0898040246448491,-.0898040246448491,0,-4.98367784772637,-11.82302892177827,-16.80670676950464,-1.357232452383023
Malachi Flynn,flynnma01,2021,1293,610,-.2517721806210671,-.0757279827390849,-.327500163360152,-3.601250402234385,2.02239607074872,-1.578854331485664,-.9884180598611361,.3576303312485735,-.6307877286125625,.656873655746554,.656873655746554,0,-1.008954487829244,-.0908939777872103,-1.099848465616455,-.4087477876232472
Bryn Forbes,forbebr01,2021,2428,1125,.3721551890242181,-3.92193508337053,-3.549779894346312,-.5482791938905385,-1.937516303607058,-2.485795497497596,.14553331045167,-3.803880629052646,-3.658347318600975,-.5191440176395078,-.5191440176395078,0,.5905221296173517,-3.921987763849749,-3.331465634232397,-.4305323523011658
Trent Forrest,forretr01,2021,232,109,-3.424279157484516,-4.63943170727163,-8.063710864756146,-7.644916498311153,-3.427096868705471,-11.07201336701662,-4.62847099446503,-4.785234913776075,-9.413705908241106,-.3670598461317994,-.3670598461317994,0,-3.941135252209754,-5.087494793042518,-9.028630045252273,-.9586383873725728
Evan Fournier,fournev01,2021,1992,944,.9887013150690066,-.7889592554835591,.1997420595854476,2.899659238435252,-1.064821290214602,1.83483794822065,1.546956888698238,-.8738903229354879,.6730665657627505,1.664098021007302,1.664098021007302,0,1.062835292578655,-.4687990235119149,.59403626906674,.8886937848813948
De'Aaron Fox,foxde01,2021,4321,2036,3.803373912355777,-2.397083527271671,1.406290385084107,.2732669436316488,-2.635296675932017,-2.362029732300369,3.185431408566699,-2.521849149749533,.6635822588171663,3.575226833479509,3.575226833479509,0,3.154856773293666,-1.820626502100922,1.334230271192743,.8340124937777954
Robert Franks,frankro01,2021,213,101,1.66030917054313,-4.446557900619052,-2.786248730075922,1.555149052610534,-3.05715403620589,-1.502004983595356,1.834574598146117,-4.387694558922863,-2.553119960776746,.0101469372660588,.0101469372660588,0,1.038659808995356,-4.160943549379819,-3.122283740384463,.016603775030935
Tim Frazier,fraziti01,2021,72,33,-9.377164604337645,.6133969450486929,-8.763767659288952,-14.22796205004063,14.73698362454668,.5090215745060576,-10.9707114770611,3.601030127563256,-7.369681349497849,-.0784775278093595,-.0784775278093595,0,-9.50454295460178,.968412630957006,-8.536130323644773,.9052261208695774
Markelle Fultz,fultzma01,2021,462,215,-2.499696466879149,-7.596884834280266,-10.09658130115941,.0964578555959746,-3.765661138670467,-3.669203283074492,-1.998302728513391,-7.253892620546227,-9.252195349059619,-.7137773375887327,-.7137773375887327,0,-2.372690537868409,-6.147290202209986,-8.519980740078395,.0752633670138003
Wenyen Gabriel,gabriwe01,2021,170,79,-3.168742044337234,2.275070982618203,-.893671061719031,-2.937485295723111,5.162233210621647,2.224747914898536,-3.364651169063806,3.036265515357417,-.3283856537063903,.0988862749558828,.0988862749558828,0,-3.402529264654013,-.5184397400261711,-3.920969004680185,1.324423109193247
Daniel Gafford,gaffoda01,2021,1308,601,.1580875882606672,1.350255124584097,1.508342712844764,.5881965315263531,1.94126123457962,2.529457766105973,.2833093822170197,1.565530088804946,1.848839471021965,1.394207630195446,1.394207630195446,0,-.2030827512364562,1.543440697535294,1.340357946298838,.3249235042404225
Danilo Gallinari,gallida01,2021,2056,1002,1.938720877055582,-1.04476623183001,.8939546452255722,-.0781655661775496,1.526619663340434,1.448454097162885,1.608100807068803,-.5756134697112235,1.032487337357579,1.913974211584478,1.913974211584478,0,1.868781868526827,-1.134354748569463,.7344271199573642,-1.028498178256658
Langston Galloway,gallola01,2021,810,381,1.211725102857447,-.2815482563023092,.9301768465551381,-.9846072213790383,1.688786726125259,.7041795047462206,.8135296106211783,.0685139405857125,.8820435512068908,.7042172483819695,.7042172483819695,0,.1524357480911941,-1.501180671353656,-1.348744923262462,-.257516592669793
Darius Garland,garlada01,2021,3525,1719,.0297991251596285,-1.806675175236219,-1.776876050076591,.7563492135584872,-1.605351391568059,-.8490021780095715,.2969913946026654,-1.858084956342962,-1.561093561740296,1.041021758958135,1.041021758958135,0,.1488013061774053,-1.317544934985118,-1.168743628807712,-.1634757813948661
Marc Gasol,gasolma01,2021,1831,878,-2.270327252990174,3.085992075276026,.8156648222858522,-2.091225922994709,1.477247860071326,-.6139780629233835,-2.354331609713237,2.829792096322216,.4754604866089784,1.456235007679019,1.456235007679019,0,-2.938916898107141,4.105045363553182,1.166128465446041,.7941437695359168
Rudy Gay,gayru01,2021,2377,1126,-.8466598112408144,2.094006990420823,1.247347179180008,-1.311831582599893,6.341087986854358,5.029256404254466,-.9737398551344,3.104216768797101,2.130476913662701,2.803871663164762,2.803871663164762,0,-.777991208316697,1.781467570807153,1.003476362490456,.0039552829245103
Paul George,georgpa01,2021,3211,1572,4.682030368063699,1.666816621713738,6.348846989777437,4.77001857010529,4.09580087566176,8.865819445767048,4.868168377549397,2.256870198605124,7.125038576154521,7.983400884127622,7.983400884127622,0,5.368353397092075,2.105501313819675,7.47385471091175,.8061732467711148
Taj Gibson,gibsota01,2021,1449,711,-.7177520957465219,6.042408365249442,5.32465626950292,-.3139858040209556,1.830821809245282,1.516836005224326,-.6562159663372853,5.465214847018848,4.808998880681563,2.725003649681315,2.725003649681315,0,-1.249405378995734,4.848741202336566,3.599335823340832,-.6270220294965445
Harry Giles III,gilesha01,2021,655,308,-2.805517229300922,-1.645850134431789,-4.451367363732711,-4.292102149424682,1.188579636881374,-3.103522512543308,-3.329325865217979,-1.084635322080482,-4.413961187298461,-.2623942276507323,-.2623942276507323,0,-2.133035401622256,-2.079751888014125,-4.212787289636381,.3537422661398212
Shai Gilgeous-Alexander,gilgesh01,2021,2461,1180,3.680591119392262,-.8170704360963019,2.863520683295961,1.915777329245127,-3.050593680914053,-1.134816351668925,3.699287029963517,-1.311950932891472,2.387336097072045,3.075299240049091,3.075299240049091,0,2.104577934987519,-1.50519794500945,.5993799899780694,-.5729363980514878
Anthony Gill,gillan01,2021,306,144,-1.598699721530574,-.3140438787333812,-1.912743600263955,-6.841916483839903,-.6505603445536199,-7.492476828393523,-2.786930745791631,-.3858107015239479,-3.172741447315579,-.0307640133635554,-.0307640133635554,0,-3.244036172542216,-1.306616631775741,-4.550652804317957,-.9560814548096161
Freddie Gillespie,gillefr01,2021,309,149,-.577825512435939,1.698450276399399,1.12062476396346,-3.106084517867491,-4.173010248895085,-7.279094766762577,-1.179678816800035,.5480008939909161,-.6316779228091184,.1608064315388366,.1608064315388366,0,-1.210926142542741,.2443015493084956,-.9666245932342457,-.1428523557823448
Rudy Gobert,goberru01,2021,3938,1868,-1.431244355202815,7.367936138586082,5.936691783383267,5.133097436234623,7.886903284525355,13.02000072075998,-.2146741206737234,7.861682625347007,7.647008504673284,9.909648088823396,9.909648088823396,0,.2642420137740163,7.556139754538897,7.820381768312913,.0075526098315996
Brandon Goodwin,goodwbr01,2021,1174,568,-1.316620331446725,-1.926043662652571,-3.242663994099296,-3.283877092261936,1.837369620645163,-1.446507471616773,-1.844746970677007,-1.255335037102629,-3.100082007779636,-.1000454895813356,-.1000454895813356,0,-1.507971989471258,-2.630166562743992,-4.138138552215249,-1.39839483183658
